stock_no,certificate_no,lab,Certificate,shape,size,color,clarity,cut,polish,symmetry,fluorescence,rap,discount,pr_ct,total_price,measurements,total_depth,table,link,key_to_symbols
F105206637,7316147418,GIA,View Cert,ROUND,0.6,F,VVS1,EX,EX,EX,NON,4500,-16,3780,2268,5.39*5.36*3.34,62.1,59,SEGOMA LINK,Feather
F105206542,7311131831,GIA,View Cert,ROUND,0.6,F,VVS2,VG,VG,VG,NON,4300,-37,2709,1625.4,5.25*5.18*3.36,64.4,58,SEGOMA LINK,Feather
G15200606,1313757703,GIA,View Cert,ROUND,0.6,F,VVS2,VG,VG,VG,NON,4300,-30,3010,1806,5.33*5.25*3.38,63.8,57,SEGOMA LINK,"Pinpoint, Feather, Cloud"
G3200322,6312600573,GIA,View Cert,ROUND,0.6,F,VVS2,EX,EX,EX,NON,4300,-26,3182,1909.2,5.45*5.41*3.28,60.4,60,SEGOMA LINK,Pinpoint
F102B206136,6311088911,GIA,View Cert,ROUND,0.6,F,VS1,VG,VG,GD,NON,4000,-35,2600,1560,5.48*5.41*3.19,58.6,63,SEGOMA LINK,Indented Natural
F102B205831,6305981888,GIA,View Cert,ROUND,0.6,F,VS2,EX,EX,EX,FNT,3800,-34,2508,1504.8,5.38*5.34*3.39,63.2,56,SEGOMA LINK,"Crystal, Feather, Cloud"
F98A205533,2306937554,GIA,View Cert,ROUND,0.6,F,VS2,VG,EX,GD,MED,3800,-40,2280,1368,5.33*5.26*3.36,63.5,59,SEGOMA LINK,Crystal
F98A205194,2307826733,GIA,View Cert,ROUND,0.6,F,SI1,VG,EX,VG,NON,3300,-32,2244,1346.4,5.32*5.25*3.39,64.2,57,SEGOMA LINK,"Crystal, Feather"
F103207307,7313418747,GIA,View Cert,ROUND,0.6,F,SI1,EX,EX,EX,MED,3300,-30,2310,1386,5.39*5.35*3.35,62.4,56,SEGOMA LINK,"Feather, Crystal"
F105206656,2314179089,GIA,View Cert,ROUND,0.6,F,SI1,VG,VG,GD,NON,3300,-29,2343,1405.8,5.35*5.3*3.3,62,62,SEGOMA LINK,"Cloud, Knot, Crystal, Feather"
G13200331,6311612245,GIA,View Cert,ROUND,0.6,G,VVS1,VG,EX,VG,NON,4000,-29,2840,1704,5.29*5.25*3.36,63.8,56,SEGOMA LINK,Pinpoint
F105206585,2316146096,GIA,View Cert,ROUND,0.6,G,VS2,VG,EX,VG,FNT,3600,-32,2448,1468.8,5.27*5.21*3.39,64.7,56,SEGOMA LINK,"Crystal, Feather"
G15200546,3315737664,GIA,View Cert,ROUND,0.6,G,SI2,VG,VG,VG,NON,2600,-33,1742,1045.2,5.29*5.23*3.4,64.6,57,SEGOMA LINK,"Crystal, Feather"
G1200239,1318558083,GIA,View Cert,ROUND,0.6,G,SI2,EX,EX,EX,NON,2600,-24,1976,1185.6,5.37*5.33*3.37,63,57,SEGOMA LINK,"Crystal, Feather"
G1200038,2318481754,GIA,View Cert,ROUND,0.6,G,SI2,EX,VG,EX,NON,2600,-29,1846,1107.6,5.39*5.34*3.36,62.7,58,SEGOMA LINK,Crystal
G3200253,7318566920,GIA,View Cert,ROUND,0.6,G,SI2,EX,EX,EX,NON,2600,-24,1976,1185.6,5.37*5.34*3.37,62.9,57,SEGOMA LINK,"Cloud, Crystal"
F102B205796,2307982643,GIA,View Cert,ROUND,0.6,H,IF,EX,EX,EX,NON,3900,-30,2730,1638,5.39*5.35*3.39,63.2,57,SEGOMA LINK,Minor Details of Polish
G15200485,5313702367,GIA,View Cert,ROUND,0.6,H,VS1,EX,EX,VG,NON,3500,-26,2590,1554,5.39*5.37*3.37,62.6,55,SEGOMA LINK,"Feather, Needle"
G13200305,1313600576,GIA,View Cert,ROUND,0.6,H,SI1,VG,EX,VG,NON,3100,-29,2201,1320.6,5.32*5.28*3.42,64.4,58,SEGOMA LINK,"Feather, Crystal"
F98A205750,2306982627,GIA,View Cert,ROUND,0.6,I,VS2,VG,EX,VG,NON,2900,-25,2175,1305,5.27*5.21*3.4,64.9,56,SEGOMA LINK,Feather
G15200567,2316737965,GIA,View Cert,ROUND,0.6,I,VS2,VG,VG,VG,NON,2900,-25,2175,1305,5.29*5.23*3.39,64.4,59,SEGOMA LINK,"Cloud, Feather, Crystal"
F105206574,2318145338,GIA,View Cert,ROUND,0.6,I,VS2,VG,EX,VG,NON,2900,-32,1972,1183.2,5.29*5.23*3.4,64.7,56,SEGOMA LINK,"Feather, Cloud, Crystal"
F105206603,6312150885,GIA,View Cert,ROUND,0.6,I,SI1,VG,EX,EX,NON,2700,-29,1917,1150.2,5.29*5.24*3.36,63.8,57,SEGOMA LINK,"Crystal, Twinning Wisp, Feather"
G15200583,6315755536,GIA,View Cert,ROUND,0.6,J,VS1,VG,VG,VG,NON,2600,-24,1976,1185.6,5.26*5.22*3.38,64.4,57,SEGOMA LINK,"Feather, Indented Natural"
F105206669,1319145999,GIA,View Cert,ROUND,0.6,J,SI1,VG,EX,GD,FNT,2400,-32,1632,979.2,5.28*5.24*3.38,64.3,55,SEGOMA LINK,Crystal
F83202033,2304096446,GIA,View Cert,ROUND,0.6,K,VVS2,VG,VG,VG,NON,2200,-34,1452,871.2,5.29*5.26*3.4,64.4,56,SEGOMA LINK,"Cloud, Indented Natural, Feather, Pinpoint"
F98205210,2304876830,GIA,View Cert,ROUND,0.6,K,VVS2,VG,VG,GD,NON,2200,-31,1518,910.8,5.3*5.23*3.4,64.6,56,SEGOMA LINK,Feather
F102B205959,6315037406,GIA,View Cert,ROUND,0.6,K,VS1,VG,EX,GD,NON,2100,-31,1449,869.4,5.3*5.24*3.36,63.7,57,SEGOMA LINK,"Crystal, Cloud, Indented Natural"
G1200191,2317540276,GIA,View Cert,ROUND,0.6,K,VS2,VG,EX,GD,FNT,2100,-33,1407,844.2,5.31*5.25*3.39,64.3,54,SEGOMA LINK,Feather
F99205725,5316025445,GIA,View Cert,ROUND,0.6,K,VS2,EX,EX,EX,FNT,2100,-31,1449,869.4,5.43*5.39*3.32,61.3,60,SEGOMA LINK,Cloud
G15200528,7311737948,GIA,View Cert,ROUND,0.6,K,VS2,VG,EX,VG,NON,2100,-25,1575,945,5.29*5.22*3.38,64.3,56,SEGOMA LINK,Crystal
F75C200299,7296621723,GIA,View Cert,ROUND,0.6,K,SI1,EX,EX,EX,FNT,2000,-33,1340,804,5.39*5.36*3.38,62.9,56,SEGOMA LINK,"Crystal, Cloud"
F65A228847,6292130452,GIA,View Cert,ROUND,0.6,K,SI1,EX,EX,EX,NON,2000,-30,1400,840,5.4*5.36*3.35,62.3,57,SEGOMA LINK,"Crystal, Feather"
F75A230661,7291443073,GIA,View Cert,ROUND,0.6,K,SI2,EX,EX,EX,FNT,1900,-33,1273,763.8,5.44*5.42*3.31,60.9,58,SEGOMA LINK,Crystal
G15200527,1313737670,GIA,View Cert,ROUND,0.6,K,SI2,VG,VG,VG,NON,1900,-26,1406,843.6,5.28*5.21*3.38,64.5,56,SEGOMA LINK,"Feather, Crystal"
F79A200519,7298741660,GIA,View Cert,ROUND,0.6,L,VVS2,EX,EX,VG,STG,2000,-41,1180,708,5.37*5.31*3.37,63.2,58,,"Pinpoint, Feather, Cloud"
F105206577,6311146053,GIA,View Cert,ROUND,0.6,L,SI1,VG,VG,VG,NON,1700,-26,1258,754.8,5.31*5.25*3.38,64,57,,Feather
F76A230638,1299437566,GIA,View Cert,ROUND,0.6,N,VS2,VG,EX,VG,NON,1600,-41,944,566.4,5.29*5.22*3.4,64.7,57,,"Crystal, Feather"
F88B303536,6302401456,GIA,View Cert,HEART,0.6,D,VVS1,,EX,VG,NON,4100,-31,2829,1697.4,4.79*5.87*3.68,62.6,62,SEGOMA LINK,Cloud
F80A301715,1303030469,GIA,View Cert,MARQUISE,0.6,D,SI1,,VG,EX,STG,2700,-43,1539,923.4,9.2*4.32*2.53,58.5,60,SEGOMA LINK,"Twinning Wisp, Crystal, Feather"
F61329753,3295269615,GIA,View Cert,SQUARE MOD.,0.6,D,VVS1,,EX,GD,NON,4100,-41,2419,1451.4,4.8*4.74*3.38,71.3,75,SEGOMA LINK,"Pinpoint, Feather"
F103A307464,6312475073,GIA,View Cert,PEAR,0.6,D,VS1,,EX,VG,FNT,3400,-37,2142,1285.2,7.57*4.62*2.78,60.3,57,SEGOMA LINK,"Feather, Pinpoint"
RJ-57,6302320454,GIA,View Cert,ROUND,0.59,H,VS1,EX,EX,EX,NONE,3500,-30,2450,1445.5,5.39*5.42*3.29,60.9,59,Image/Video,
E2001701,3295222184,GIA,View Cert,ROUND,0.59,D,IF,EX,EX,EX,NON,6700,-42,3886,2292.74,5.4*5.37*3.36,62.4,57,SEGOMA LINK,Minor Details of Polish
G15200440,7316684309,GIA,View Cert,ROUND,0.59,D,SI1,EX,EX,EX,NON,3700,-28,2664,1571.76,5.46*5.42*3.28,60.2,58,,"Crystal, Feather"
G6A300040,2317476235,GIA,View Cert,MARQUISE,0.59,E,SI1,,EX,VG,NON,2500,-34,1650,973.5,9.14*4.36*2.58,59.2,59,SEGOMA LINK,Feather
F103307454,1315475158,GIA,View Cert,PEAR,0.59,D,SI2,,EX,VG,NON,2400,-28,1728,1019.52,7.37*4.81*2.81,58.5,64,SEGOMA LINK,"Crystal, Cloud, Feather"
SRHK0021,2297666253,GIA,View Cert,Emerald,0.58,K,VVS2,,EX,VG,M,1600,-47,848,491.84,5.64x4.05x2.87,70.8,73,Image/Video,Pinpoint
CS08-67,2307899332,GIA,View Cert,Round,0.58,G,VVS2,EX,EX,EX,M,3900,-42.1,2258.1,1309.7,5.34-5.37x3.27,61.2,60,Image/Video,"Feather,  Pinpoint,  Internal Graining,  Surface Graining"
6312195672,6312195672,GIA,View Cert,PEAR,0.58,Fancy Brownish Greenish Yellow,VS1,,EX,GD,NONE,1500,0,1500,870,6.80*4.28*2.82,65.8,56,Image/Video,
F98A205747,2306981877,GIA,View Cert,ROUND,0.58,F,VVS2,EX,EX,EX,NON,4300,-32,2924,1695.92,5.32*5.28*3.33,62.9,59,SEGOMA LINK,"Feather, Cloud"
JD-Y-39,1319632064,GIA,View Cert,ROUND,0.57,G,VVS2,EX,EX,EX,STRONG,3900,-44,2184,1244.88,5.25-5.29x3.33,63.2,56,Image/Video,
F105206480,2317132023,GIA,View Cert,ROUND,0.57,D,VVS2,EX,EX,EX,NON,5000,-34,3300,1881,5.28*5.25*3.3,62.7,57,SEGOMA LINK,"Cloud, Pinpoint"
F102B205965,2316037362,GIA,View Cert,ROUND,0.57,F,VVS1,EX,EX,EX,NON,4500,-33,3015,1718.55,5.3*5.27*3.29,62.3,57,SEGOMA LINK,"Needle, Pinpoint, Feather"
CS08-65,2306864529,GIA,View Cert,Round,0.56,F,VS2,EX,EX,EX,M,3800,-38.8,2325.6,1302.34,5.22-5.25x3.28,62.5,58,Image/Video,Crystal
F100205664,6305965295,GIA,View Cert,ROUND,0.56,D,VS2,EX,EX,EX,NON,4200,-32,2856,1599.36,5.36*5.33*3.24,60.5,59,SEGOMA LINK,"Crystal, Feather"
F102C206157,7312089305,GIA,View Cert,ROUND,0.56,G,VVS2,EX,EX,EX,NON,3900,-31,2691,1506.96,5.28*5.24*3.29,62.5,58,SEGOMA LINK,"Needle, Pinpoint, Cloud"
TI-1032,3225399140,GIA,View Cert,Oval,0.55,Fancy VividYellow,VVS2,,EX,VG,N,4200,0,4200,2310,5.47x4.23x2.88,68,56,Image/Video,
TI-1015,2195345770,GIA,View Cert,Cushion Modified,0.55,Fancy VividYellow,VS2,,VG,VG,N,4200,0,4200,2310,4.90x4.23x2.88,68.1,57,Image/Video,
JD-Y-15,6312675043,GIA,View Cert,ROUND,0.55,E,IF,EX,EX,EX,NONE,5300,-40,3180,1749,5.20-5.24x3.27,62.6,56,Image/Video,
F100205714,2304965963,GIA,View Cert,ROUND,0.55,D,VS2,EX,EX,EX,NON,4200,-31,2898,1593.9,5.25*5.21*3.27,62.6,58,SEGOMA LINK,Crystal
F105206959,6311216598,GIA,View Cert,ROUND,0.55,E,VVS2,EX,EX,EX,MED,4600,-45,2530,1391.5,5.24*5.21*3.28,62.8,56,SEGOMA LINK,"Cloud, Pinpoint, Surface Graining"
F103207304,7311420679,GIA,View Cert,ROUND,0.55,E,VS2,EX,EX,EX,NON,4000,-35,2600,1430,5.24*5.22*3.26,62.3,56,SEGOMA LINK,"Crystal, Cloud, Feather"
G15200443,7318684320,GIA,View Cert,ROUND,0.55,G,SI1,EX,EX,EX,NON,3200,-28,2304,1267.2,5.24*5.21*3.24,62,59,SEGOMA LINK,"Crystal, Cloud, Feather"
F53A226648,1285859821,GIA,View Cert,ROUND,0.55,L,SI2,EX,EX,EX,FNT,1600,-39,976,536.8,5.24*5.21*3.27,62.7,56,SEGOMA LINK,CRYSTAL
F106307064,6312235406,GIA,View Cert,PEAR,0.55,F,IF,,VG,VG,FNT,3500,-40,2100,1155,7.01*4.55*2.79,61.4,58,SEGOMA LINK,Minor Details of Polish
CS-1041,6295186930,GIA,View Cert,Round,0.54,L,SI2,EX,EX,EX,N,1600,-45.5,872,470.88,5.22-5.24x3.25,62,58,Image/Video,"Crystal,  Twinning Wisp"
SRHK0014,1289625697,GIA,View Cert,Pear,0.54,D,SI1,,VG,VG,M,2700,-43,1539,831.06,6.71x4.84x2.78,57.4,53,Image/Video,Crystal
CS08-80,5303866292,GIA,View Cert,Round,0.54,D,SI2,EX,EX,EX,N,3000,-33.6,1992,1075.68,5.19-5.21x3.25,62.4,54,Image/Video,Crystal
CS08-44,7301839509,GIA,View Cert,Round,0.54,E,VVS2,EX,EX,EX,F,4600,-38.1,2847.4,1537.6,5.17-5.20x3.22,62,59,Image/Video,Pinpoint
CS-1075,337855172,IGI,View Cert,Round,0.54,F,VS2,EX,EX,EX,SL,3800,-43,2166,1169.64,5.27-5.29x3.19,60.4,58,Image/Video,"Crystal,  Cloud,  Chip"
RJ-73,7308320424,GIA,View Cert,ROUND,0.54,G,I2,EX,EX,EX,MEDIUM,1300,-24,988,533.52,5.23*5.26*3.19,60.9,58,Image/Video,
JD-X-24,2314466326,GIA,View Cert,ROUND,0.54,F,I1,EX,EX,EX,MEDIUM,2000,-46,1080,583.2,5.26-5.30x3.17,60,60,Image/Video,
G15200683,6311798519,GIA,View Cert,ROUND,0.54,I,VS2,EX,EX,EX,NON,2900,-25,2175,1174.5,5.24*5.19*3.2,61.3,59,SEGOMA LINK,Knot
F102A206091,5316061017,GIA,View Cert,ROUND,0.54,D,IF,EX,EX,EX,NON,6700,-37,4221,2279.34,5.24*5.2*3.22,61.7,59,SEGOMA LINK,Minor Details of Polish
F91203927,7301422518,GIA,View Cert,ROUND,0.54,D,SI2,EX,EX,EX,NON,3000,-35,1950,1053,5.19*5.18*3.26,62.8,58,SEGOMA LINK,"Crystal, Feather"
F89204116,1305510608,GIA,View Cert,ROUND,0.54,E,IF,EX,EX,EX,NON,5300,-39,3233,1745.82,5.23*5.21*3.22,61.7,59,SEGOMA LINK,Minor Details of Polish
G19200668,7311799007,GIA,View Cert,ROUND,0.54,E,VS1,EX,EX,EX,NON,4200,-28,3024,1632.96,5.26*5.23*3.22,61.4,60,SEGOMA LINK,"Crystal, Pinpoint, Needle, Cloud"
G9200350,7316612227,GIA,View Cert,ROUND,0.54,E,VS2,EX,EX,EX,NON,4000,-32,2720,1468.8,5.27*5.25*3.2,60.9,60,SEGOMA LINK,Cloud
F102B206053,6312061047,GIA,View Cert,ROUND,0.54,F,VS1,EX,EX,EX,NON,4000,-30,2800,1512,5.26*5.24*3.19,60.8,58,SEGOMA LINK,"Cloud, Needle, Pinpoint"
G13200421,1313693525,GIA,View Cert,ROUND,0.54,F,SI1,EX,EX,EX,NON,3300,-28,2376,1283.04,5.18*5.15*3.24,62.7,57,SEGOMA LINK,Cloud
G15200554,1315737957,GIA,View Cert,ROUND,0.54,G,VVS1,EX,EX,EX,NON,4000,-28,2880,1555.2,5.22*5.19*3.24,62.3,59,SEGOMA LINK,Internal Graining
F100205778,2307982716,GIA,View Cert,ROUND,0.54,H,VS1,EX,EX,EX,NON,3500,-28,2520,1360.8,5.18*5.15*3.24,62.8,58,SEGOMA LINK,"Feather, Pinpoint"
F105206840,2316199798,GIA,View Cert,ROUND,0.54,J,VS2,EX,EX,EX,NON,2500,-25,1875,1012.5,5.22*5.18*3.24,62.4,58,SEGOMA LINK,Crystal
F97305251,5306876881,GIA,View Cert,HEART,0.54,D,VS2,,EX,VG,MED,3200,-40,1920,1036.8,4.62*5.58*3.42,61.3,61,SEGOMA LINK,"Twinning Wisp, Feather, Crystal"
F99304921,7301818866,GIA,View Cert,SQUARE MOD.,0.54,E,IF,,EX,EX,NON,4100,-29,2911,1571.94,4.37*4.29*3.17,74,69,SEGOMA LINK,Minor Details of Polish
F99305244,7301871083,GIA,View Cert,PEAR,0.54,D,VVS2,,EX,GD,FNT,3700,-40,2220,1198.8,7.17*4.55*2.78,61.1,59,SEGOMA LINK,"Pinpoint, Feather"
SRHK0003,6281635713,GIA,View Cert,Heart,0.53,G,SI1,,VG,VG,M,2300,-47,1219,646.07,5.23x5.68x3.01,53,59,Image/Video,
SRHK0004,2287636766,GIA,View Cert,Heart,0.53,S,I1,,G,G,S,400,0,400,212,4.97x5.73x2.97,51.8,59,Image/Video,Feather
TI-1010,1182691970,GIA,View Cert,Cushion Modified,0.53,Fancy IntenseYellow,VVS2,,EX,VG,F,2100,0,2100,1113,4.56x4.23x2.96,69.9,60,Image/Video,
CS08-28,6302865962,GIA,View Cert,Round,0.53,D,VVS2,EX,EX,EX,N,5000,-37.1,3145,1666.85,5.15-5.18x3.23,62.6,57,Image/Video,"Needle,  Pinpoint,  Indented Natural,  Cloud"
G15200630,6312768016,GIA,View Cert,ROUND,0.53,J,VS1,EX,EX,EX,MED,2600,-31,1794,950.82,5.18*5.15*3.19,61.8,59,SEGOMA LINK,"Feather, Pinpoint"
F79B200451,7296690833,GIA,View Cert,ROUND,0.53,J,I1,EX,VG,EX,NON,1500,-34,990,524.7,5.15*5.13*3.22,62.7,56,SEGOMA LINK,Crystal
F105206863,7311199842,GIA,View Cert,ROUND,0.53,E,VVS1,EX,EX,EX,NON,4900,-28,3528,1869.84,5.23*5.2*3.22,61.7,56,SEGOMA LINK,Pinpoint
F102B206126,1313088933,GIA,View Cert,ROUND,0.53,E,SI1,EX,EX,EX,NON,3500,-32,2380,1261.4,5.16*5.13*3.22,62.6,56,SEGOMA LINK,"Cloud, Feather"
F105206777,6315199507,GIA,View Cert,ROUND,0.53,F,VS1,EX,EX,EX,NON,4000,-28,2880,1526.4,5.19*5.16*3.24,62.6,56,SEGOMA LINK,"Feather, Pinpoint"
F113207405,2317464358,GIA,View Cert,ROUND,0.53,G,VS1,EX,EX,EX,MED,3800,-40,2280,1208.4,5.27*5.23*3.15,60,60,SEGOMA LINK,"Crystal, Needle"
G15200488,1313702375,GIA,View Cert,ROUND,0.53,G,VS1,EX,EX,EX,NON,3800,-29,2698,1429.94,5.16*5.14*3.23,62.6,56,SEGOMA LINK,"Crystal, Needle, Pinpoint"
F103A207499,1315540820,GIA,View Cert,ROUND,0.53,G,VS2,EX,EX,EX,MED,3600,-39,2196,1163.88,5.28*5.25*3.14,59.7,60,SEGOMA LINK,"Feather, Crystal"
F105206625,7318145950,GIA,View Cert,ROUND,0.53,H,VS2,EX,EX,EX,NON,3300,-24,2508,1329.24,5.19*5.16*3.24,62.7,58,SEGOMA LINK,"Cloud, Crystal"
G15200688,7311799018,GIA,View Cert,ROUND,0.53,H,VS2,EX,EX,EX,NON,3300,-22,2574,1364.22,5.25*5.24*3.14,59.8,59,SEGOMA LINK,Feather
F83201712,5306023876,GIA,View Cert,ROUND,0.53,H,SI1,EX,EX,EX,NON,3100,-38,1922,1018.66,5.16*5.13*3.23,62.8,57,SEGOMA LINK,"Crystal, Knot"
F105206731,6315200008,GIA,View Cert,ROUND,0.53,H,SI2,EX,EX,EX,FNT,2500,-34,1650,874.5,5.21*5.18*3.23,62.2,56,SEGOMA LINK,Feather
F88B203190,6305266248,GIA,View Cert,ROUND,0.53,I,SI1,EX,EX,EX,NON,2700,-38,1674,887.22,5.18*5.16*3.24,62.6,58,SEGOMA LINK,Crystal
F102C306203,6315088661,GIA,View Cert,HEART,0.53,D,VVS2,,EX,EX,FNT,3700,-35,2405,1274.65,4.73*5.42*3.26,60.2,59,SEGOMA LINK,"Feather, Pinpoint"
